relation_id,n_triples,temporal_fanout,static_fanout,tail_fanin,n_heads,n_tails,head_tail_ratio,tail_entropy,one_to_one_frac,powerlaw_gamma,forman_ricci,grc,clustering,beta1,delta_hyp,ollivier_rc,longest_path,reciprocity,growth_rate,growth_r2,sustained_growth,ball_r1,ball_r2,ball_r3,ball_r4,saturation_r,branch_persist,eff_diameter,ollivier_rc_exact
218,172,2.866667,2.866667,2.965517,60,58,1.034483,3.716247,0.383333,1.587863,-11.801418,0.293061,0.099228,71,0.079763,0.047467,7,0.360465,0.625827,0.834160,0.483116,4.972,22.859,45.254,62.296,5,0.011391,8.00,-0.138169
219,220,1.0,1.0,73.333333,220,3,73.333333,0.123767,1.0,2.378805,-207.172727,6.1e-05,0.0,0,0.000000,0.000000,2,0.000000,2.332819,0.750000,2.332819,2.000,212.467,212.467,212.467,2,-0.619314,8.00,nan
220,146,2.085714,2.085714,29.2,70,5,14.0,1.23021,0.3,1.680392,-44.178082,0.014427,0.0,72,0.110584,-0.004566,5,0.000000,0.823523,0.662643,0.566719,4.893,60.333,65.053,74.280,4,-0.169963,8.00,-0.296194
221,225,1.229508,1.229508,5.232558,183,43,4.255814,2.80118,0.808743,2.017389,-25.866667,0.017877,0.0,14,0.005763,-0.011667,12,0.000000,0.440062,0.728558,0.371488,3.325,31.025,41.900,86.308,8,-0.255794,8.00,0.000000
222,133,1.4,1.4,3.594595,95,37,2.567568,3.196628,0.726316,1.896379,-6.105263,0.061279,0.0,15,0.020315,-0.005013,11,0.000000,0.350182,0.804467,0.295322,3.000,11.017,15.117,22.342,7,-0.407322,8.00,-0.376386
223,101,1.174419,1.174419,3.740741,86,27,3.185185,2.989958,0.825581,1.978311,-3.643564,0.009965,0.0,6,0.024245,0.000000,10,0.000000,0.427760,0.817227,0.318742,2.788,7.637,9.088,10.947,4,-0.310138,8.00,0.000000
224,251,1.068085,1.068085,2.163793,235,116,2.025862,4.316673,0.944681,2.153678,-2.749004,0.006547,0.0,0,0.000000,-0.003333,6,0.000000,0.416998,0.808144,0.310747,2.342,6.392,7.408,8.950,4,-0.166972,8.00,-0.297680
225,117,1.0,1.0,19.5,117,6,19.5,1.321161,1.0,2.236195,-38.991453,0.000403,0.0,0,0.000000,0.000000,2,0.000000,1.333871,0.750000,1.333871,2.925,42.142,42.142,42.142,2,-0.365252,8.00,-0.136360
226,137,1.304762,1.304762,1.427083,105,96,1.09375,4.332168,0.828571,2.132325,-0.554745,0.021835,0.0,1,0.000000,-0.004866,5,0.000000,0.243634,0.778262,0.175982,2.358,4.350,4.775,5.150,4,-0.056663,8.00,0.314157
227,114,3.677419,3.677419,1.727273,31,66,0.469697,4.007096,0.290323,1.785882,-4.368421,0.113932,0.0,23,0.034943,-0.004386,11,0.000000,0.318239,0.833784,0.273152,3.351,9.845,15.082,24.526,8,-0.484138,8.00,-0.123778
228,99,1.064516,1.064516,1.1,93,90,1.033333,4.463808,0.946237,2.287069,1.419355,0.018057,0.018779,0,0.000000,0.029570,4,0.383838,0.072894,0.919381,0.072894,1.858,2.075,2.150,2.192,2,0.309358,8.00,0.000000
229,162,2.7,2.7,3.056604,60,53,1.132075,3.3828,0.3,1.610349,-10.45679,0.214618,0.058916,76,0.081843,0.053624,6,0.000000,0.681957,0.859365,0.527937,4.640,20.910,47.315,69.090,5,0.030975,8.00,-0.189202
230,180,1.065089,1.065089,1.058824,169,170,0.994118,5.113034,0.940828,2.120036,1.01676,0.032529,0.06401,7,0.000000,0.055866,9,0.011111,0.134864,0.934996,0.098661,2.342,2.850,3.067,3.175,3,0.260737,8.00,-0.019970
231,108,9.0,9.0,9.0,12,12,1.0,2.479622,0.0,1.328581,-17.047619,0.0,0.950505,52,0.126895,0.857143,2,0.833333,0.021280,0.750000,0.021280,11.500,12.000,12.000,12.000,1,-1.000000,8.00,-0.001007
232,112,1.009009,1.009009,37.333333,111,3,37.0,0.140434,0.990991,2.339657,-103.142857,0.009085,0.0,0,0.000000,0.000000,4,0.000000,1.798453,0.753719,1.798453,2.965,106.263,108.175,110.070,2,-0.686503,8.00,-0.346712
233,102,17.0,17.0,1.259259,6,81,0.074074,4.29964,0.333333,2.023317,-32.019608,0.597891,0.0,16,0.008180,-0.013072,6,0.000000,0.945426,0.764213,0.693441,3.345,40.586,45.736,75.115,4,-0.601539,8.00,0.000000
234,149,1.0,1.0,149.0,149,1,149.0,-0.0,1.0,2.37645,-146.0,4.5e-05,0.0,0,0.000000,0.000000,2,0.000000,1.918561,0.750000,1.918561,3.233,150.000,150.000,150.000,2,-1.000000,8.00,0.550830
235,100,1.234568,1.234568,4.0,81,25,3.24,2.810341,0.790123,1.852732,-6.252525,0.026891,0.093677,14,0.023020,0.064574,5,0.010000,0.458143,0.797268,0.348962,3.200,11.289,17.311,21.422,5,-0.332698,8.00,-0.008333
236,106,1.413333,1.413333,2.255319,75,47,1.595745,2.797186,0.8,2.112898,-19.603774,0.117752,0.0,4,0.000000,0.000000,4,0.000000,0.789250,0.749854,0.553835,2.742,21.292,30.042,33.942,4,-0.050359,8.00,-0.252824
